id,sku,qty
z01406,s1406,3
z01407,s1407,4
z01408,s1408,5
z01409,s1409,6
z01410,s1410,7
z01411,nope,8
z01412,s1412,9
z01413,s1413,1
z01414,s1414,2
z01415,s1415,3
z01416,s1416,4
z01417,s1417,5
z01418,s1418,6
z01419,s1419,7
z01420,s1420,8
z01421,s1421,9
z01422,s1422,1
z01423,s1423,2
z01424,s1424,3
z01425,s1425,4
z01426,s1426,5
z01427,s1427,6
z01428,nope,7
z01429,s1429,8
z01430,s1430,9
z01431,s1431,1
z01432,s1432,2
z01433,s1433,3
z01434,s1434,4
z01435,s1435,5
z01436,s1436,6
z01437,s1437,7
z01438,s1438,8
z01439,s1439,9
z01440,s1440,1
z01441,s1441,2
z01442,s1442,3
z01443,s1443,4
z01444,s1444,5
z01445,nope,6
z01446,s1446,7
z01447,s1447,8
z01448,s1448,9
z01449,s1449,1
z01450,s1450,2
z01451,s1451,3
z01452,s1452,4
z01453,s1453,5
z01454,s1454,6
z01455,s1455,7
z01456,s1456,8
z01457,s1457,9
z01458,s1458,1
z01459,s1459,2
z01460,s1460,3
z01461,s1461,4
z01462,nope,5
z01463,s1463,6
z01464,s1464,7
z01465,s1465,8
z01466,s1466,9
z01467,s1467,1
z01468,s1468,2
z01469,s1469,3
z01470,s1470,4
z01471,s1471,5
z01472,s1472,6
z01473,s1473,7
z01474,s1474,8
z01475,s1475,9
z01476,s1476,1
z01477,s1477,2
z01478,s1478,3
z01479,nope,4
z01480,s1480,5
z01481,s1481,6
z01482,s1482,7
z01483,s1483,8
z01484,s1484,9
z01485,s1485,1
z01486,s1486,2
z01487,s1487,3
z01488,s1488,4
z01489,s1489,5
z01490,s1490,6
z01491,s1491,7
z01492,s1492,8
z01493,s1493,9
z01494,s1494,1
z01495,s1495,2
z01496,nope,3
z01497,s1497,4
z01498,s1498,5
z01499,s1499,6
z01500,s1500,7
z01501,s1501,8
z01502,s1502,9
z01503,s1503,1
z01504,s1504,2
z01505,s1505,3
z01506,s1506,4
z01507,s1507,5
z01508,s1508,6
z01509,s1509,7
z01510,s1510,8
z01511,s1511,9
z01512,s1512,1
z01513,nope,2
z01514,s1514,3
z01515,s1515,4
z01516,s1516,5
z01517,s1517,6
z01518,s1518,7
z01519,s1519,8
z01520,s1520,9
z01521,s1521,1
z01522,s1522,2
z01523,s1523,3
z01524,s1524,4
z01525,s1525,5
z01526,s1526,6
z01527,s1527,7
z01528,s1528,8
z01529,s1529,9
z01530,nope,1
z01531,s1531,2
z01532,s1532,3
z01533,s1533,4
z01534,s1534,5
z01535,s1535,6
z01536,s1536,7
z01537,s1537,8
z01538,s1538,9
z01539,s1539,1
z01540,s1540,2
z01541,s1541,3
z01542,s1542,4
z01543,s1543,5
z01544,s1544,6
z01545,s1545,7
z01546,s1546,8
z01547,nope,9
z01548,s1548,1
z01549,s1549,2
z01550,s1550,3
z01551,s1551,4
z01552,s1552,5
z01553,s1553,6
z01554,s1554,7
z01555,s1555,8
z01556,s1556,9
z01557,s1557,1
z01558,s1558,2
z01559,s1559,3
z01560,s1560,4
z01561,s1561,5
z01562,s1562,6
z01563,s1563,7
z01564,nope,8
z01565,s1565,9
z01566,s1566,1
z01567,s1567,2
z01568,s1568,3
z01569,s1569,4
z01570,s1570,5
z01571,s1571,6
z01572,s1572,7
z01573,s1573,8
z01574,s1574,9
z01575,s1575,1
z01576,s1576,2
z01577,s1577,3
z01578,s1578,4
z01579,s1579,5
z01580,s1580,6
z01581,nope,7
z01582,s1582,8
z01583,s1583,9
z01584,s1584,1
z01585,s1585,2
z01586,s1586,3
z01587,s1587,4
z01588,s1588,5
z01589,s1589,6
z01590,s1590,7
z01591,s1591,8
z01592,s1592,9
z01593,s1593,1
z01594,s1594,2
z01595,s1595,3
z01596,s1596,4
z01597,s1597,5
z01598,nope,6
z01599,s1599,7
z01600,s1600,8
z01601,s1601,9
z01602,s1602,1
z01603,s1603,2
z01604,s1604,3
z01605,s1605,4
z01606,s1606,5
z01607,s1607,6
z01608,s1608,7
z01609,s1609,8
z01610,s1610,9
z01611,s1611,1
z01612,s1612,2
z01613,s1613,3
z01614,s1614,4
z01615,nope,5
z01616,s1616,6
z01617,s1617,7
z01618,s1618,8
z01619,s1619,9
z01620,s1620,1
z01621,s1621,2
z01622,s1622,3
z01623,s1623,4
z01624,s1624,5
z01625,s1625,6
z01626,s1626,7
z01627,s1627,8
z01628,s1628,9
z01629,s1629,1
z01630,s1630,2
z01631,s1631,3
z01632,nope,4
z01633,s1633,5
z01634,s1634,6
z01635,s1635,7
z01636,s1636,8
z01637,s1637,9
z01638,s1638,1
z01639,s1639,2
z01640,s1640,3
z01641,s1641,4
z01642,s1642,5
z01643,s1643,6
z01644,s1644,7
z01645,s1645,8
z01646,s1646,9
z01647,s1647,1
z01648,s1648,2
z01649,nope,3
z01650,s1650,4
z01651,s1651,5
z01652,s1652,6
z01653,s1653,7
z01654,s1654,8
z01655,s1655,9
z01656,s1656,1
z01657,s1657,2
z01658,s1658,3
z01659,s1659,4
z01660,s1660,5
z01661,s1661,6
z01662,s1662,7
z01663,s1663,8
z01664,s1664,9
z01665,s1665,1
z01666,nope,2
z01667,s1667,3
z01668,s1668,4
z01669,s1669,5
z01670,s1670,6
z01671,s1671,7
z01672,s1672,8
z01673,s1673,9
z01674,s1674,1
z01675,s1675,2
z01676,s1676,3
z01677,s1677,4
z01678,s1678,5
z01679,s1679,6
z01680,s1680,7
z01681,s1681,8
z01682,s1682,9
z01683,nope,1
z01684,s1684,2
z01685,s1685,3
z01686,s1686,4
z01687,s1687,5
z01688,s1688,6
z01689,s1689,7
z01690,s1690,8
z01691,s1691,9
z01692,s1692,1
z01693,s1693,2
z01694,s1694,3
z01695,s1695,4
z01696,s1696,5
z01697,s1697,6
z01698,s1698,7
z01699,s1699,8
z01700,nope,9
z01701,s1701,1
z01702,s1702,2
z01703,s1703,3
z01704,s1704,4
z01705,s1705,5
z01706,s1706,6
z01707,s1707,7
z01708,s1708,8
z01709,s1709,9
z01710,s1710,1
z01711,s1711,2
z01712,s1712,3
z01713,s1713,4
z01714,s1714,5
z01715,s1715,6
z01716,s1716,7
z01717,nope,8
z01718,s1718,9
z01719,s1719,1
z01720,s1720,2
z01721,s1721,3
z01722,s1722,4
z01723,s1723,5
z01724,s1724,6
z01725,s1725,7
z01726,s1726,8
z01727,s1727,9
z01728,s1728,1
z01729,s1729,2
z01730,s1730,3
z01731,s1731,4
z01732,s1732,5
z01733,s1733,6
z01734,nope,7
z01735,s1735,8
z01736,s1736,9
z01737,s1737,1
z01738,s1738,2
z01739,s1739,3
z01740,s1740,4
z01741,s1741,5
z01742,s1742,6
z01743,s1743,7
z01744,s1744,8
z01745,s1745,9
z01746,s1746,1
z01747,s1747,2
z01748,s1748,3
z01749,s1749,4
z01750,s1750,5
z01751,nope,6
z01752,s1752,7
z01753,s1753,8
z01754,s1754,9
z01755,s1755,1
z01756,s1756,2
z01757,s1757,3
z01758,s1758,4
z01759,s1759,5
z01760,s1760,6
z01761,s1761,7
z01762,s1762,8
z01763,s1763,9
z01764,s1764,1
z01765,s1765,2
z01766,s1766,3
z01767,s1767,4
z01768,nope,5
z01769,s1769,6
z01770,s1770,7
z01771,s1771,8
z01772,s1772,9
z01773,s1773,1
z01774,s1774,2
z01775,s1775,3
z01776,s1776,4
z01777,s1777,5
z01778,s1778,6
z01779,s1779,7
z01780,s1780,8
z01781,s1781,9
z01782,s1782,1
z01783,s1783,2
z01784,s1784,3
z01785,nope,4
z01786,s1786,5
z01787,s1787,6
z01788,s1788,7
z01789,s1789,8
z01790,s1790,9
z01791,s1791,1
z01792,s1792,2
z01793,s1793,3
z01794,s1794,4
z01795,s1795,5
z01796,s1796,6
z01797,s1797,7
z01798,s1798,8
z01799,s1799,9
z01800,s1800,1
z01801,s1801,2
z01802,nope,3
z01803,s1803,4
z01804,s1804,5
z01805,s1805,6
z01806,s1806,7
z01807,s1807,8
z01808,s1808,9
z01809,s1809,1
z01810,s1810,2
z01811,s1811,3
z01812,s1812,4
z01813,s1813,5
z01814,s1814,6
z01815,s1815,7
z01816,s1816,8
z01817,s1817,9
z01818,s1818,1
z01819,nope,2
z01820,s1820,3
z01821,s1821,4
z01822,s1822,5
z01823,s1823,6
z01824,s1824,7
z01825,s1825,8
z01826,s1826,9
z01827,s1827,1
z01828,s1828,2
z01829,s1829,3
z01830,s1830,4
z01831,s1831,5
z01832,s1832,6
z01833,s1833,7
z01834,s1834,8
z01835,s1835,9
z01836,nope,1
z01837,s1837,2
z01838,s1838,3
z01839,s1839,4
z01840,s1840,5
z01841,s1841,6
z01842,s1842,7
z01843,s1843,8
z01844,s1844,9
z01845,s1845,1
z01846,s1846,2
z01847,s1847,3
z01848,s1848,4
z01849,s1849,5
z01850,s1850,6
z01851,s1851,7
z01852,s1852,8
z01853,nope,9
z01854,s1854,1
z01855,s1855,2
z01856,s1856,3
z01857,s1857,4
z01858,s1858,5
z01859,s1859,6
z01860,s1860,7
z01861,s1861,8
z01862,s1862,9
z01863,s1863,1
z01864,s1864,2
z01865,s1865,3
z01866,s1866,4
z01867,s1867,5
z01868,s1868,6
z01869,s1869,7
z01870,nope,8
z01871,s1871,9
z01872,s1872,1
z01873,s1873,2
z01874,s1874,3
z01875,s1875,4
z01876,s1876,5
z01877,s1877,6
z01878,s1878,7
z01879,s1879,8
z01880,s1880,9
z01881,s1881,1
z01882,s1882,2
z01883,s1883,3
z01884,s1884,4
z01885,s1885,5
z01886,s1886,6
z01887,nope,7
z01888,s1888,8
z01889,s1889,9
z01890,s1890,1
z01891,s1891,2
z01892,s1892,3
z01893,s1893,4
z01894,s1894,5
z01895,s1895,6
z01896,s1896,7
z01897,s1897,8
z01898,s1898,9
z01899,s1899,1
z01900,s1900,2
z01901,s1901,3
z01902,s1902,4
z01903,s1903,5
z01904,nope,6
z01905,s1905,7
z01906,s1906,8
z01907,s1907,9
z01908,s1908,1
z01909,s1909,2
z01910,s1910,3
z01911,s1911,4
z01912,s1912,5
z01913,s1913,6
z01914,s1914,7
z01915,s1915,8
z01916,s1916,9
z01917,s1917,1
z01918,s1918,2
z01919,s1919,3
z01920,s1920,4
z01921,nope,5
z01922,s1922,6
z01923,s1923,7
z01924,s1924,8
z01925,s1925,9
z01926,s1926,1
z01927,s1927,2
z01928,s1928,3
z01929,s1929,4
z01930,s1930,5
z01931,s1931,6
z01932,s1932,7
z01933,s1933,8
z01934,s1934,9
z01935,s1935,1
z01936,s1936,2
z01937,s1937,3
z01938,nope,4
z01939,s1939,5
z01940,s1940,6
z01941,s1941,7
z01942,s1942,8
z01943,s1943,9
z01944,s1944,1
z01945,s1945,2
z01946,s1946,3
z01947,s1947,4
z01948,s1948,5
z01949,s1949,6
z01950,s1950,7
z01951,s1951,8
z01952,s1952,9
z01953,s1953,1
z01954,s1954,2
z01955,nope,3
z01956,s1956,4
z01957,s1957,5
z01958,s1958,6
z01959,s1959,7
z01960,s1960,8
z01961,s1961,9
z01962,s1962,1
z01963,s1963,2
z01964,s1964,3
z01965,s1965,4
z01966,s1966,5
z01967,s1967,6
z01968,s1968,7
z01969,s1969,8
z01970,s1970,9
z01971,s1971,1
z01972,nope,2
z01973,s1973,3
z01974,s1974,4
z01975,s1975,5
z01976,s1976,6
z01977,s1977,7
z01978,s1978,8
z01979,s1979,9
z01980,s1980,1
z01981,s1981,2
z01982,s1982,3
z01983,s1983,4
z01984,s1984,5
z01985,s1985,6
z01986,s1986,7
z01987,s1987,8
z01988,s1988,9
z01989,nope,1
z01990,s1990,2
z01991,s1991,3
z01992,s1992,4
z01993,s1993,5
z01994,s1994,6
z01995,s1995,7
z01996,s1996,8
z01997,s1997,9
z01998,s1998,1
z01999,s1999,2
z02000,s2000,3
z02001,s2001,4
z02002,s2002,5
z02003,s2003,6
z02004,s2004,7
z02005,s2005,8
z02006,nope,9
z02007,s2007,1
z02008,s2008,2
z02009,s2009,3
z02010,s2010,4
z02011,s2011,5
z02012,s2012,6
z02013,s2013,7
z02014,s2014,8
z02015,s2015,9
z02016,s2016,1
z02017,s2017,2
z02018,s2018,3
z02019,s2019,4
z02020,s2020,5
z02021,s2021,6
z02022,s2022,7
z02023,nope,8
z02024,s2024,9
z02025,s2025,1
z02026,s2026,2
z02027,s2027,3
z02028,s2028,4
z02029,s2029,5
z02030,s2030,6
z02031,s2031,7
z02032,s2032,8
z02033,s2033,9
z02034,s2034,1
z02035,s2035,2
z02036,s2036,3
z02037,s2037,4
z02038,s2038,5
z02039,s2039,6
z02040,nope,7
z02041,s2041,8
z02042,s2042,9
z02043,s2043,1
z02044,s2044,2
z02045,s2045,3
z02046,s2046,4
z02047,s2047,5
z02048,s2048,6
z02049,s2049,7
z02050,s2050,8
z02051,s2051,9
z02052,s2052,1
z02053,s2053,2
z02054,s2054,3
z02055,s2055,4
z02056,s2056,5
z02057,nope,6
z02058,s2058,7
z02059,s2059,8
z02060,s2060,9
z02061,s2061,1
z02062,s2062,2
z02063,s2063,3
z02064,s2064,4
z02065,s2065,5
z02066,s2066,6
z02067,s2067,7
z02068,s2068,8
z02069,s2069,9
z02070,s2070,1
z02071,s2071,2
z02072,s2072,3
z02073,s2073,4
z02074,nope,5
z02075,s2075,6
z02076,s2076,7
z02077,s2077,8
z02078,s2078,9
z02079,s2079,1
z02080,s2080,2
z02081,s2081,3
z02082,s2082,4
z02083,s2083,5
z02084,s2084,6
z02085,s2085,7
z02086,s2086,8
z02087,s2087,9
z02088,s2088,1
z02089,s2089,2
z02090,s2090,3
z02091,nope,4
z02092,s2092,5
z02093,s2093,6
z02094,s2094,7
z02095,s2095,8
z02096,s2096,9
z02097,s2097,1
z02098,s2098,2
z02099,s2099,3
z02100,s2100,4
z02101,s2101,5
z02102,s2102,6
z02103,s2103,7
z02104,s2104,8
z02105,s2105,9
z02106,s2106,1
z02107,s2107,2
z02108,nope,3
z02109,s2109,4
z02110,s2110,5
z02111,s2111,6
z02112,s2112,7
z02113,s2113,8
z02114,s2114,9
z02115,s2115,1
z02116,s2116,2
z02117,s2117,3
z02118,s2118,4
z02119,s2119,5
z02120,s2120,6
z02121,s2121,7
z02122,s2122,8
z02123,s2123,9
z02124,s2124,1
z02125,nope,2
z02126,s2126,3
z02127,s2127,4
z02128,s2128,5
z02129,s2129,6
z02130,s2130,7
z02131,s2131,8
z02132,s2132,9
z02133,s2133,1
z02134,s2134,2
z02135,s2135,3
z02136,s2136,4
z02137,s2137,5
z02138,s2138,6
z02139,s2139,7
z02140,s2140,8
z02141,s2141,9
z02142,nope,1
z02143,s2143,2
z02144,s2144,3
z02145,s2145,4
z02146,s2146,5
z02147,s2147,6
z02148,s2148,7
z02149,s2149,8
z02150,s2150,9
z02151,s2151,1
z02152,s2152,2
z02153,s2153,3
z02154,s2154,4
z02155,s2155,5
z02156,s2156,6
z02157,s2157,7
z02158,s2158,8
z02159,nope,9
z02160,s2160,1
z02161,s2161,2
z02162,s2162,3
z02163,s2163,4
z02164,s2164,5
z02165,s2165,6
z02166,s2166,7
z02167,s2167,8
z02168,s2168,9
z02169,s2169,1
z02170,s2170,2
z02171,s2171,3
z02172,s2172,4
z02173,s2173,5
z02174,s2174,6
z02175,s2175,7
z02176,nope,8
z02177,s2177,9
z02178,s2178,1
z02179,s2179,2
z02180,s2180,3
z02181,s2181,4
z02182,s2182,5
z02183,s2183,6
z02184,s2184,7
z02185,s2185,8
z02186,s2186,9
z02187,s2187,1
z02188,s2188,2
z02189,s2189,3
z02190,s2190,4
z02191,s2191,5
z02192,s2192,6
z02193,nope,7
z02194,s2194,8
z02195,s2195,9
z02196,s2196,1
z02197,s2197,2
z02198,s2198,3
z02199,s2199,4
z02200,s2200,5
z02201,s2201,6
z02202,s2202,7
z02203,s2203,8
z02204,s2204,9
z02205,s2205,1
z02206,s2206,2
z02207,s2207,3
z02208,s2208,4
z02209,s2209,5
z02210,nope,6
z02211,s2211,7
z02212,s2212,8
z02213,s2213,9
z02214,s2214,1
z02215,s2215,2
z02216,s2216,3
z02217,s2217,4
z02218,s2218,5
z02219,s2219,6
z02220,s2220,7
z02221,s2221,8
z02222,s2222,9
z02223,s2223,1
z02224,s2224,2
z02225,s2225,3
z02226,s2226,4
z02227,nope,5
z02228,s2228,6
z02229,s2229,7
z02230,s2230,8
z02231,s2231,9
z02232,s2232,1
z02233,s2233,2
z02234,s2234,3
z02235,s2235,4
z02236,s2236,5
z02237,s2237,6
z02238,s2238,7
z02239,s2239,8
z02240,s2240,9
z02241,s2241,1
z02242,s2242,2
z02243,s2243,3
z02244,nope,4
z02245,s2245,5
z02246,s2246,6
z02247,s2247,7
z02248,s2248,8
z02249,s2249,9
z02250,s2250,1
z02251,s2251,2
z02252,s2252,3
z02253,s2253,4
z02254,s2254,5
z02255,s2255,6
z02256,s2256,7
z02257,s2257,8
z02258,s2258,9
z02259,s2259,1
z02260,s2260,2
z02261,nope,3
z02262,s2262,4
z02263,s2263,5
z02264,s2264,6
z02265,s2265,7
z02266,s2266,8
z02267,s2267,9
z02268,s2268,1
z02269,s2269,2
z02270,s2270,3
z02271,s2271,4
z02272,s2272,5
z02273,s2273,6
z02274,s2274,7
z02275,s2275,8
z02276,s2276,9
z02277,s2277,1
z02278,nope,2
z02279,s2279,3
z02280,s2280,4
z02281,s2281,5
z02282,s2282,6
z02283,s2283,7
z02284,s2284,8
z02285,s2285,9
z02286,s2286,1
z02287,s2287,2
z02288,s2288,3
z02289,s2289,4
z02290,s2290,5
z02291,s2291,6
z02292,s2292,7
z02293,s2293,8
z02294,s2294,9
z02295,nope,1
z02296,s2296,2
z02297,s2297,3
z02298,s2298,4
z02299,s2299,5
z02300,s2300,6
z02301,s2301,7
z02302,s2302,8
z02303,s2303,9
z02304,s2304,1
z02305,s2305,2
z02306,s2306,3
z02307,s2307,4
z02308,s2308,5
z02309,s2309,6
z02310,s2310,7
z02311,s2311,8
z02312,nope,9
z02313,s2313,1
z02314,s2314,2
z02315,s2315,3
z02316,s2316,4
z02317,s2317,5
z02318,s2318,6
z02319,s2319,7
z02320,s2320,8
z02321,s2321,9
z02322,s2322,1
z02323,s2323,2
z02324,s2324,3
z02325,s2325,4
z02326,s2326,5
z02327,s2327,6
z02328,s2328,7
z02329,nope,8
z02330,s2330,9
z02331,s2331,1
z02332,s2332,2
z02333,s2333,3
z02334,s2334,4
z02335,s2335,5
z02336,s2336,6
z02337,s2337,7
z02338,s2338,8
z02339,s2339,9
z02340,s2340,1
z02341,s2341,2
z02342,s2342,3
z02343,s2343,4
z02344,s2344,5
z02345,s2345,6
z02346,nope,7
z02347,s2347,8
z02348,s2348,9
z02349,s2349,1
z02350,s2350,2
z02351,s2351,3
z02352,s2352,4
z02353,s2353,5
z02354,s2354,6
z02355,s2355,7
z02356,s2356,8
z02357,s2357,9
z02358,s2358,1
z02359,s2359,2
z02360,s2360,3
z02361,s2361,4
z02362,s2362,5
z02363,nope,6
z02364,s2364,7
z02365,s2365,8
z02366,s2366,9
z02367,s2367,1
z02368,s2368,2
z02369,s2369,3
z02370,s2370,4
z02371,s2371,5
z02372,s2372,6
z02373,s2373,7
z02374,s2374,8
z02375,s2375,9
z02376,s2376,1
z02377,s2377,2
z02378,s2378,3
z02379,s2379,4
z02380,nope,5
z02381,s2381,6
z02382,s2382,7
z02383,s2383,8
z02384,s2384,9
z02385,s2385,1
z02386,s2386,2
z02387,s2387,3
z02388,s2388,4
z02389,s2389,5
z02390,s2390,6
z02391,s2391,7
z02392,s2392,8
z02393,s2393,9
z02394,s2394,1
z02395,s2395,2
z02396,s2396,3
z02397,nope,4
z02398,s2398,5
z02399,s2399,6
z02400,s2400,7
z02401,s2401,8
z02402,s2402,9
z02403,s2403,1
z02404,s2404,2
z02405,s2405,3
z02406,s2406,4
z02407,s2407,5
z02408,s2408,6
z02409,s2409,7
z02410,s2410,8
z02411,s2411,9
z02412,s2412,1
z02413,s2413,2
z02414,nope,3
z02415,s2415,4
z02416,s2416,5
z02417,s2417,6
z02418,s2418,7
z02419,s2419,8
z02420,s2420,9
z02421,s2421,1
z02422,s2422,2
z02423,s2423,3
z02424,s2424,4
z02425,s2425,5
z02426,s2426,6
z02427,s2427,7
z02428,s2428,8
z02429,s2429,9
z02430,s2430,1
z02431,nope,2
z02432,s2432,3
z02433,s2433,4
z02434,s2434,5
z02435,s2435,6
z02436,s2436,7
z02437,s2437,8
z02438,s2438,9
z02439,s2439,1
z02440,s2440,2
z02441,s2441,3
z02442,s2442,4
z02443,s2443,5
z02444,s2444,6
z02445,s2445,7
z02446,s2446,8
z02447,s2447,9
z02448,nope,1
z02449,s2449,2
z02450,s2450,3
z02451,s2451,4
z02452,s2452,5
z02453,s2453,6
z02454,s2454,7
z02455,s2455,8
z02456,s2456,9
z02457,s2457,1
z02458,s2458,2
z02459,s2459,3
z02460,s2460,4
z02461,s2461,5
z02462,s2462,6
z02463,s2463,7
z02464,s2464,8
z02465,nope,9
z02466,s2466,1
z02467,s2467,2
z02468,s2468,3
z02469,s2469,4
z02470,s2470,5
z02471,s2471,6
z02472,s2472,7
z02473,s2473,8
z02474,s2474,9
z02475,s2475,1
z02476,s2476,2
z02477,s2477,3
z02478,s2478,4
z02479,s2479,5
z02480,s2480,6
z02481,s2481,7
z02482,nope,8
z02483,s2483,9
z02484,s2484,1
z02485,s2485,2
z02486,s2486,3
z02487,s2487,4
z02488,s2488,5
z02489,s2489,6
z02490,s2490,7
z02491,s2491,8
z02492,s2492,9
z02493,s2493,1
z02494,s2494,2
z02495,s2495,3
z02496,s2496,4
z02497,s2497,5
z02498,s2498,6
z02499,nope,7
z02500,s0000,8
z02501,s0001,9
z02502,s0002,1
z02503,s0003,2
z02504,s0004,3
z02505,s0005,4
z02506,s0006,5
z02507,s0007,6
z02508,s0008,7
z02509,s0009,8
z02510,s0010,9
z02511,s0011,1
z02512,s0012,2
z02513,s0013,3
z02514,s0014,4
z02515,s0015,5
z02516,nope,6
z02517,s0017,7
z02518,s0018,8
z02519,s0019,9
z02520,s0020,1
z02521,s0021,2
z02522,s0022,3
z02523,s0023,4
z02524,s0024,5
z02525,s0025,6
z02526,s0026,7
z02527,s0027,8
z02528,s0028,9
z02529,s0029,1
z02530,s0030,2
z02531,s0031,3
z02532,s0032,4
z02533,nope,5
z02534,s0034,6
z02535,s0035,7
z02536,s0036,8
z02537,s0037,9
z02538,s0038,1
z02539,s0039,2
z02540,s0040,3
z02541,s0041,4
z02542,s0042,5
z02543,s0043,6
z02544,s0044,7
z02545,s0045,8
z02546,s0046,9
z02547,s0047,1
z02548,s0048,2
z02549,s0049,3
z02550,nope,4
z02551,s0051,5
z02552,s0052,6
z02553,s0053,7
z02554,s0054,8
z02555,s0055,9
z02556,s0056,1
z02557,s0057,2
z02558,s0058,3
z02559,s0059,4
z02560,s0060,5
z02561,s0061,6
z02562,s0062,7
z02563,s0063,8
z02564,s0064,9
z02565,s0065,1
z02566,s0066,2
z02567,nope,3
z02568,s0068,4
z02569,s0069,5
z02570,s0070,6
z02571,s0071,7
z02572,s0072,8
z02573,s0073,9
z02574,s0074,1
z02575,s0075,2
z02576,s0076,3
z02577,s0077,4
z02578,s0078,5
z02579,s0079,6
z02580,s0080,7
z02581,s0081,8
z02582,s0082,9
z02583,s0083,1
z02584,nope,2
z02585,s0085,3
z02586,s0086,4
z02587,s0087,5
z02588,s0088,6
z02589,s0089,7
z02590,s0090,8
z02591,s0091,9
z02592,s0092,1
z02593,s0093,2
z02594,s0094,3
z02595,s0095,4
z02596,s0096,5
z02597,s0097,6
z02598,s0098,7
z02599,s0099,8
z02600,s0100,9
z02601,nope,1
z02602,s0102,2
z02603,s0103,3
z02604,s0104,4
z02605,s0105,5
z02606,s0106,6
z02607,s0107,7
z02608,s0108,8
z02609,s0109,9
z02610,s0110,1
z02611,s0111,2
z02612,s0112,3
z02613,s0113,4
z02614,s0114,5
z02615,s0115,6
z02616,s0116,7
z02617,s0117,8
z02618,nope,9
z02619,s0119,1
z02620,s0120,2
z02621,s0121,3
z02622,s0122,4
z02623,s0123,5
z02624,s0124,6
z02625,s0125,7
z02626,s0126,8
z02627,s0127,9
z02628,s0128,1
z02629,s0129,2
z02630,s0130,3
z02631,s0131,4
z02632,s0132,5
z02633,s0133,6
z02634,s0134,7
z02635,nope,8
z02636,s0136,9
z02637,s0137,1
z02638,s0138,2
z02639,s0139,3
z02640,s0140,4
z02641,s0141,5
z02642,s0142,6
z02643,s0143,7
z02644,s0144,8
z02645,s0145,9
z02646,s0146,1
z02647,s0147,2
z02648,s0148,3
z02649,s0149,4
z02650,s0150,5
z02651,s0151,6
z02652,nope,7
z02653,s0153,8
z02654,s0154,9
z02655,s0155,1
z02656,s0156,2
z02657,s0157,3
z02658,s0158,4
z02659,s0159,5
z02660,s0160,6
z02661,s0161,7
z02662,s0162,8
z02663,s0163,9
z02664,s0164,1
z02665,s0165,2
z02666,s0166,3
z02667,s0167,4
z02668,s0168,5
z02669,nope,6
z02670,s0170,7
z02671,s0171,8
z02672,s0172,9
z02673,s0173,1
z02674,s0174,2
z02675,s0175,3
z02676,s0176,4
z02677,s0177,5
z02678,s0178,6
z02679,s0179,7
z02680,s0180,8
z02681,s0181,9
z02682,s0182,1
z02683,s0183,2
z02684,s0184,3
z02685,s0185,4
z02686,nope,5
z02687,s0187,6
z02688,s0188,7
z02689,s0189,8
z02690,s0190,9
z02691,s0191,1
z02692,s0192,2
z02693,s0193,3
z02694,s0194,4
z02695,s0195,5
z02696,s0196,6
z02697,s0197,7
z02698,s0198,8
z02699,s0199,9
z02700,s0200,1
z02701,s0201,2
z02702,s0202,3
z02703,nope,4
z02704,s0204,5
z02705,s0205,6
z02706,s0206,7
z02707,s0207,8
z02708,s0208,9
z02709,s0209,1
z02710,s0210,2
z02711,s0211,3
z02712,s0212,4
z02713,s0213,5
z02714,s0214,6
z02715,s0215,7
z02716,s0216,8
z02717,s0217,9
z02718,s0218,1
z02719,s0219,2
z02720,nope,3
z02721,s0221,4
z02722,s0222,5
z02723,s0223,6
z02724,s0224,7
z02725,s0225,8
z02726,s0226,9
z02727,s0227,1
z02728,s0228,2
z02729,s0229,3
z02730,s0230,4
z02731,s0231,5
z02732,s0232,6
z02733,s0233,7
z02734,s0234,8
z02735,s0235,9
z02736,s0236,1
z02737,nope,2
z02738,s0238,3
z02739,s0239,4
z02740,s0240,5
z02741,s0241,6
z02742,s0242,7
z02743,s0243,8
z02744,s0244,9
z02745,s0245,1
z02746,s0246,2
z02747,s0247,3
z02748,s0248,4
z02749,s0249,5
z02750,s0250,6
z02751,s0251,7
z02752,s0252,8
z02753,s0253,9
z02754,nope,1
z02755,s0255,2
z02756,s0256,3
z02757,s0257,4
z02758,s0258,5
z02759,s0259,6
z02760,s0260,7
z02761,s0261,8
z02762,s0262,9
z02763,s0263,1
z02764,s0264,2
z02765,s0265,3
z02766,s0266,4
z02767,s0267,5
z02768,s0268,6
z02769,s0269,7
z02770,s0270,8
z02771,nope,9
z02772,s0272,1
z02773,s0273,2
z02774,s0274,3
z02775,s0275,4
z02776,s0276,5
z02777,s0277,6
z02778,s0278,7
z02779,s0279,8
z02780,s0280,9
z02781,s0281,1
z02782,s0282,2
z02783,s0283,3
z02784,s0284,4
z02785,s0285,5
z02786,s0286,6
z02787,s0287,7
z02788,nope,8
z02789,s0289,9
z02790,s0290,1
z02791,s0291,2
z02792,s0292,3
z02793,s0293,4
z02794,s0294,5
z02795,s0295,6
z02796,s0296,7
z02797,s0297,8
z02798,s0298,9
z02799,s0299,1
z02800,s0300,2
z02801,s0301,3
z02802,s0302,4
z02803,s0303,5
z02804,s0304,6
z02805,nope,7
z02806,s0306,8
z02807,s0307,9
z02808,s0308,1
z02809,s0309,2
z02810,s0310,3
z02811,s0311,4
z02812,s0312,5
