sku,price
s1748,2.105
s1749,3.105
s1750,4.105
s1751,5.105
s1752,6.105
s1753,7.105
s1754,8.105
s1755,9.105
s1756,10.105
s1757,11.105
s1758,12.105
s1759,13.105
s1760,14.105
s1761,15.105
s1762,16.105
s1763,17.105
s1764,18.105
s1765,19.105
s1766,20.105
s1767,21.105
s1768,22.105
s1769,23.105
s1770,24.105
s1771,25.105
s1772,26.105
s1773,27.105
s1774,28.105
s1775,29.105
s1776,30.105
s1777,31.105
s1778,32.105
s1779,33.105
s1780,34.105
s1781,35.105
s1782,36.105
s1783,37.105
s1784,38.105
s1785,39.105
s1786,40.105
s1787,41.105
s1788,42.105
s1789,43.105
s1790,44.105
s1791,45.105
s1792,46.105
s1793,47.105
s1794,48.105
s1795,49.105
s1796,50.105
s1797,51.105
s1798,52.105
s1799,53.105
s1800,54.105
s1801,55.105
s1802,56.105
s1803,57.105
s1804,58.105
s1805,59.105
s1806,60.105
s1807,61.105
s1808,62.105
s1809,63.105
s1810,64.105
s1811,65.105
s1812,66.105
s1813,67.105
s1814,68.105
s1815,69.105
s1816,70.105
s1817,71.105
s1818,72.105
s1819,73.105
s1820,74.105
s1821,75.105
s1822,76.105
s1823,77.105
s1824,78.105
s1825,79.105
s1826,80.105
s1827,81.105
s1828,82.105
s1829,83.105
s1830,84.105
s1831,85.105
s1832,86.105
s1833,87.105
s1834,88.105
s1835,89.105
s1836,90.105
s1837,91.105
s1838,92.105
s1839,93.105
s1840,94.105
s1841,95.105
s1842,96.105
s1843,0.105
s1844,1.105
s1845,2.105
s1846,3.105
s1847,4.105
s1848,5.105
s1849,6.105
s1850,7.105
s1851,8.105
s1852,9.105
s1853,10.105
s1854,11.105
s1855,12.105
s1856,13.105
s1857,14.105
s1858,15.105
s1859,16.105
s1860,17.105
s1861,18.105
s1862,19.105
s1863,20.105
s1864,21.105
s1865,22.105
s1866,23.105
s1867,24.105
s1868,25.105
s1869,26.105
s1870,27.105
s1871,28.105
s1872,29.105
s1873,30.105
s1874,31.105
s1875,32.105
s1876,33.105
s1877,34.105
s1878,35.105
s1879,36.105
s1880,37.105
s1881,38.105
s1882,39.105
s1883,40.105
s1884,41.105
s1885,42.105
s1886,43.105
s1887,44.105
s1888,45.105
s1889,46.105
s1890,47.105
s1891,48.105
s1892,49.105
s1893,50.105
s1894,51.105
s1895,52.105
s1896,53.105
s1897,54.105
s1898,55.105
s1899,56.105
s1900,57.105
s1901,58.105
s1902,59.105
s1903,60.105
s1904,61.105
s1905,62.105
s1906,63.105
s1907,64.105
s1908,65.105
s1909,66.105
s1910,67.105
s1911,68.105
s1912,69.105
s1913,70.105
s1914,71.105
s1915,72.105
s1916,73.105
s1917,74.105
s1918,75.105
s1919,76.105
s1920,77.105
s1921,78.105
s1922,79.105
s1923,80.105
s1924,81.105
s1925,82.105
s1926,83.105
s1927,84.105
s1928,85.105
s1929,86.105
s1930,87.105
s1931,88.105
s1932,89.105
s1933,90.105
s1934,91.105
s1935,92.105
s1936,93.105
s1937,94.105
s1938,95.105
s1939,96.105
s1940,0.105
s1941,1.105
s1942,2.105
s1943,3.105
s1944,4.105
s1945,5.105
s1946,6.105
s1947,7.105
s1948,8.105
s1949,9.105
s1950,10.105
s1951,11.105
s1952,12.105
s1953,13.105
s1954,14.105
s1955,15.105
s1956,16.105
s1957,17.105
s1958,18.105
s1959,19.105
s1960,20.105
s1961,21.105
s1962,22.105
s1963,23.105
s1964,24.105
s1965,25.105
s1966,26.105
s1967,27.105
s1968,28.105
s1969,29.105
s1970,30.105
s1971,31.105
s1972,32.105
s1973,33.105
s1974,34.105
s1975,35.105
s1976,36.105
s1977,37.105
s1978,38.105
s1979,39.105
s1980,40.105
s1981,41.105
s1982,42.105
s1983,43.105
s1984,44.105
s1985,45.105
s1986,46.105
s1987,47.105
s1988,48.105
s1989,49.105
s1990,50.105
s1991,51.105
s1992,52.105
s1993,53.105
s1994,54.105
s1995,55.105
s1996,56.105
s1997,57.105
s1998,58.105
s1999,59.105
s2000,60.105
s2001,61.105
s2002,62.105
s2003,63.105
s2004,64.105
s2005,65.105
s2006,66.105
s2007,67.105
s2008,68.105
s2009,69.105
s2010,70.105
s2011,71.105
s2012,72.105
s2013,73.105
s2014,74.105
s2015,75.105
s2016,76.105
s2017,77.105
s2018,78.105
s2019,79.105
s2020,80.105
s2021,81.105
s2022,82.105
s2023,83.105
s2024,84.105
s2025,85.105
s2026,86.105
s2027,87.105
s2028,88.105
s2029,89.105
s2030,90.105
s2031,91.105
s2032,92.105
s2033,93.105
s2034,94.105
s2035,95.105
s2036,96.105
s2037,0.105
s2038,1.105
s2039,2.105
s2040,3.105
s2041,4.105
s2042,5.105
s2043,6.105
s2044,7.105
s2045,8.105
s2046,9.105
s2047,10.105
s2048,11.105
s2049,12.105
s2050,13.105
s2051,14.105
s2052,15.105
s2053,16.105
s2054,17.105
s2055,18.105
s2056,19.105
s2057,20.105
s2058,21.105
s2059,22.105
s2060,23.105
s2061,24.105
s2062,25.105
s2063,26.105
s2064,27.105
s2065,28.105
s2066,29.105
s2067,30.105
s2068,31.105
s2069,32.105
s2070,33.105
s2071,34.105
s2072,35.105
s2073,36.105
s2074,37.105
s2075,38.105
s2076,39.105
s2077,40.105
s2078,41.105
s2079,42.105
s2080,43.105
s2081,44.105
s2082,45.105
s2083,46.105
s2084,47.105
s2085,48.105
s2086,49.105
s2087,50.105
s2088,51.105
s2089,52.105
s2090,53.105
s2091,54.105
s2092,55.105
s2093,56.105
s2094,57.105
s2095,58.105
s2096,59.105
s2097,60.105
s2098,61.105
s2099,62.105
s2100,63.105
s2101,64.105
s2102,65.105
s2103,66.105
s2104,67.105
s2105,68.105
s2106,69.105
s2107,70.105
s2108,71.105
s2109,72.105
s2110,73.105
s2111,74.105
s2112,75.105
s2113,76.105
s2114,77.105
s2115,78.105
s2116,79.105
s2117,80.105
s2118,81.105
s2119,82.105
s2120,83.105
s2121,84.105
s2122,85.105
s2123,86.105
s2124,87.105
s2125,88.105
s2126,89.105
s2127,90.105
s2128,91.105
s2129,92.105
s2130,93.105
s2131,94.105
s2132,95.105
s2133,96.105
s2134,0.105
s2135,1.105
s2136,2.105
s2137,3.105
s2138,4.105
s2139,5.105
s2140,6.105
s2141,7.105
s2142,8.105
s2143,9.105
s2144,10.105
s2145,11.105
s2146,12.105
s2147,13.105
s2148,14.105
s2149,15.105
s2150,16.105
s2151,17.105
s2152,18.105
s2153,19.105
s2154,20.105
s2155,21.105
s2156,22.105
s2157,23.105
s2158,24.105
s2159,25.105
s2160,26.105
s2161,27.105
s2162,28.105
s2163,29.105
s2164,30.105
s2165,31.105
s2166,32.105
s2167,33.105
s2168,34.105
s2169,35.105
s2170,36.105
s2171,37.105
s2172,38.105
s2173,39.105
s2174,40.105
s2175,41.105
s2176,42.105
s2177,43.105
s2178,44.105
s2179,45.105
s2180,46.105
s2181,47.105
s2182,48.105
s2183,49.105
s2184,50.105
s2185,51.105
s2186,52.105
s2187,53.105
s2188,54.105
s2189,55.105
s2190,56.105
s2191,57.105
s2192,58.105
s2193,59.105
s2194,60.105
s2195,61.105
s2196,62.105
s2197,63.105
s2198,64.105
s2199,65.105
s2200,66.105
s2201,67.105
s2202,68.105
s2203,69.105
s2204,70.105
s2205,71.105
s2206,72.105
s2207,73.105
s2208,74.105
s2209,75.105
s2210,76.105
s2211,77.105
s2212,78.105
s2213,79.105
s2214,80.105
s2215,81.105
s2216,82.105
s2217,83.105
s2218,84.105
s2219,85.105
s2220,86.105
s2221,87.105
s2222,88.105
s2223,89.105
s2224,90.105
s2225,91.105
s2226,92.105
s2227,93.105
s2228,94.105
s2229,95.105
s2230,96.105
s2231,0.105
s2232,1.105
s2233,2.105
s2234,3.105
s2235,4.105
s2236,5.105
s2237,6.105
s2238,7.105
s2239,8.105
s2240,9.105
s2241,10.105
s2242,11.105
s2243,12.105
s2244,13.105
s2245,14.105
s2246,15.105
s2247,16.105
s2248,17.105
s2249,18.105
s2250,19.105
s2251,20.105
s2252,21.105
s2253,22.105
s2254,23.105
s2255,24.105
s2256,25.105
s2257,26.105
s2258,27.105
s2259,28.105
s2260,29.105
s2261,30.105
s2262,31.105
s2263,32.105
s2264,33.105
s2265,34.105
s2266,35.105
s2267,36.105
s2268,37.105
s2269,38.105
s2270,39.105
s2271,40.105
s2272,41.105
s2273,42.105
s2274,43.105
s2275,44.105
s2276,45.105
s2277,46.105
s2278,47.105
s2279,48.105
s2280,49.105
s2281,50.105
s2282,51.105
s2283,52.105
s2284,53.105
s2285,54.105
s2286,55.105
s2287,56.105
s2288,57.105
s2289,58.105
s2290,59.105
s2291,60.105
s2292,61.105
s2293,62.105
s2294,63.105
s2295,64.105
s2296,65.105
s2297,66.105
s2298,67.105
s2299,68.105
s2300,69.105
s2301,70.105
s2302,71.105
s2303,72.105
s2304,73.105
s2305,74.105
s2306,75.105
s2307,76.105
s2308,77.105
s2309,78.105
s2310,79.105
s2311,80.105
s2312,81.105
s2313,82.105
s2314,83.105
s2315,84.105
s2316,85.105
s2317,86.105
s2318,87.105
s2319,88.105
s2320,89.105
s2321,90.105
s2322,91.105
s2323,92.105
s2324,93.105
s2325,94.105
s2326,95.105
s2327,96.105
s2328,0.105
s2329,1.105
s2330,2.105
s2331,3.105
s2332,4.105
s2333,5.105
s2334,6.105
s2335,7.105
s2336,8.105
s2337,9.105
s2338,10.105
s2339,11.105
s2340,12.105
s2341,13.105
s2342,14.105
s2343,15.105
s2344,16.105
s2345,17.105
s2346,18.105
s2347,19.105
s2348,20.105
s2349,21.105
s2350,22.105
s2351,23.105
s2352,24.105
s2353,25.105
s2354,26.105
s2355,27.105
s2356,28.105
s2357,29.105
s2358,30.105
s2359,31.105
s2360,32.105
s2361,33.105
s2362,34.105
s2363,35.105
s2364,36.105
s2365,37.105
s2366,38.105
s2367,39.105
s2368,40.105
s2369,41.105
s2370,42.105
s2371,43.105
s2372,44.105
s2373,45.105
s2374,46.105
s2375,47.105
s2376,48.105
s2377,49.105
s2378,50.105
s2379,51.105
s2380,52.105
s2381,53.105
s2382,54.105
s2383,55.105
s2384,56.105
s2385,57.105
s2386,58.105
s2387,59.105
s2388,60.105
s2389,61.105
s2390,62.105
s2391,63.105
s2392,64.105
s2393,65.105
s2394,66.105
s2395,67.105
s2396,68.105
s2397,69.105
s2398,70.105
s2399,71.105
s2400,72.105
s2401,73.105
s2402,74.105
s2403,75.105
s2404,76.105
s2405,77.105
s2406,78.105
s2407,79.105
s2408,80.105
s2409,81.105
s2410,82.105
s2411,83.105
s2412,84.105
s2413,85.105
s2414,86.105
s2415,87.105
s2416,88.105
s2417,89.105
s2418,90.105
s2419,91.105
s2420,92.105
s2421,93.105
s2422,94.105
s2423,95.105
s2424,96.105
s2425,0.105
s2426,1.105
s2427,2.105
s2428,3.105
s2429,4.105
s2430,5.105
s2431,6.105
s2432,7.105
s2433,8.105
s2434,9.105
s2435,10.105
s2436,11.105
s2437,12.105
s2438,13.105
s2439,14.105
s2440,15.105
s2441,16.105
s2442,17.105
s2443,18.105
s2444,19.105
s2445,20.105
s2446,21.105
s2447,22.105
s2448,23.105
s2449,24.105
s2450,25.105
s2451,26.105
s2452,27.105
s2453,28.105
s2454,29.105
s2455,30.105
s2456,31.105
s2457,32.105
s2458,33.105
s2459,34.105
s2460,35.105
s2461,36.105
s2462,37.105
s2463,38.105
s2464,39.105
s2465,40.105
s2466,41.105
s2467,42.105
s2468,43.105
s2469,44.105
s2470,45.105
s2471,46.105
s2472,47.105
s2473,48.105
s2474,49.105
s2475,50.105
s2476,51.105
s2477,52.105
s2478,53.105
s2479,54.105
s2480,55.105
s2481,56.105
s2482,57.105
s2483,58.105
s2484,59.105
s2485,60.105
s2486,61.105
s2487,62.105
s2488,63.105
s2489,64.105
s2490,65.105
s2491,66.105
s2492,67.105
s2493,68.105
s2494,69.105
s2495,70.105
s2496,71.105
s2497,72.105
s2498,73.105
s2499,74.105
